timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1530469069929,3077797,obtenerEncuesta,200,OK,bzm - Concurrency Thread Group 1-75,text,true,,43938,193,500,500,3077709,0,2
1530469058316,3089430,obtenerEncuesta,200,OK,bzm - Concurrency Thread Group 1-30,text,true,,43929,193,500,500,3089331,0,207
1530469058300,3089467,obtenerEncuesta,200,OK,bzm - Concurrency Thread Group 1-49,text,true,,43934,193,500,500,3089355,0,224
1530469058301,3089773,obtenerEncuesta,200,OK,bzm - Concurrency Thread Group 1-26,text,true,,43935,193,500,500,3089662,0,223
1530469058300,3089805,obtenerEncuesta,200,OK,bzm - Concurrency Thread Group 1-12,text,true,,43932,193,500,500,3089700,0,222
1530469069915,3078192,obtenerEncuesta,200,OK,bzm - Concurrency Thread Group 1-67,text,true,,43932,193,500,500,3078083,0,2
1530469069944,3078165,obtenerEncuesta,200,OK,bzm - Concurrency Thread Group 1-81,text,true,,43932,193,500,500,3078023,0,1
1530469058316,3089871,obtenerEncuesta,200,OK,bzm - Concurrency Thread Group 1-9,text,true,,43926,193,500,500,3089723,0,196
1530469069863,3078490,obtenerEncuesta,200,OK,bzm - Concurrency Thread Group 1-51,text,true,,43935,193,500,500,3078140,0,1
1530469058300,3090076,obtenerEncuesta,200,OK,bzm - Concurrency Thread Group 1-40,text,true,,43926,193,500,500,3089764,0,226
1530469069911,3078581,obtenerEncuesta,200,OK,bzm - Concurrency Thread Group 1-65,text,true,,43923,193,500,500,3078389,0,3
1530469069927,3078726,obtenerEncuesta,200,OK,bzm - Concurrency Thread Group 1-74,text,true,,43941,193,500,500,3078530,0,1
1530469058300,3090615,obtenerEncuesta,200,OK,bzm - Concurrency Thread Group 1-21,text,true,,43935,193,500,500,3090279,0,225
1530469058301,3090696,obtenerEncuesta,200,OK,bzm - Concurrency Thread Group 1-38,text,true,,43929,193,500,500,3090362,0,222
1530469058304,3090706,obtenerEncuesta,200,OK,bzm - Concurrency Thread Group 1-32,text,true,,43932,193,500,500,3090352,0,219
1530469069879,3081122,obtenerEncuesta,200,OK,bzm - Concurrency Thread Group 1-53,text,true,,43932,193,500,500,3079383,0,1
1530469058316,3092696,obtenerEncuesta,200,OK,bzm - Concurrency Thread Group 1-1,text,true,,43932,193,500,500,3090956,0,196
1530469058302,3092822,obtenerEncuesta,200,OK,bzm - Concurrency Thread Group 1-45,text,true,,43929,193,500,500,3092740,0,221
1530469058302,3093242,obtenerEncuesta,200,OK,bzm - Concurrency Thread Group 1-31,text,true,,43932,193,500,500,3093224,0,218
1530469069872,3081765,obtenerEncuesta,200,OK,bzm - Concurrency Thread Group 1-52,text,true,,43941,193,500,500,3081705,0,2
1530469058299,3093389,obtenerEncuesta,200,OK,bzm - Concurrency Thread Group 1-34,text,true,,43934,193,500,500,3093353,0,225
1530469069921,3081791,obtenerEncuesta,200,OK,bzm - Concurrency Thread Group 1-72,text,true,,43932,193,500,500,3081742,0,1
1530469069939,3082472,obtenerEncuesta,200,OK,bzm - Concurrency Thread Group 1-79,text,true,,43938,193,500,500,3082458,0,2
1530469069988,3086637,obtenerEncuesta,200,OK,bzm - Concurrency Thread Group 1-97,text,true,,43929,193,500,500,3086619,0,1
1530469587957,2945038,completarEncuestaPreInscripcion,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-15,text,false,,2172,0,500,500,0,0,1
1530469142715,3390268,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-390,text,false,,2172,0,499,499,0,0,1
1530469130559,3402428,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-329,text,false,,2172,0,499,499,0,0,1
1530469130563,3402425,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-331,text,false,,2172,0,499,499,0,0,0
1530469130566,3402425,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-333,text,false,,2172,0,499,499,0,0,1
1530469130573,3402422,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-336,text,false,,2172,0,499,499,0,0,1
1530469130568,3402427,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-334,text,false,,2172,0,499,499,0,0,3
1530469130575,3402422,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-337,text,false,,2172,0,499,499,0,0,2
1530469130588,3402416,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-344,text,false,,2172,0,499,499,0,0,1
1530469130581,3402429,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-340,text,false,,2172,0,499,499,0,0,2
1530469130580,3402430,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-339,text,false,,2172,0,499,499,0,0,2
1530469130587,3402432,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-343,text,false,,2172,0,499,499,0,0,1
1530469130585,3402434,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-342,text,false,,2172,0,499,499,0,0,1
1530469130599,3402420,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-345,text,false,,2172,0,499,499,0,0,0
1530469130601,3402419,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-347,text,false,,2172,0,499,499,0,0,1
1530469130584,3402435,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-341,text,false,,2172,0,499,499,0,0,1
1530469130602,3402423,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-348,text,false,,2172,0,499,499,0,0,2
1530469130604,3402421,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-349,text,false,,2172,0,499,499,0,0,1
1530469130606,3402420,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-350,text,false,,2172,0,499,499,0,0,0
1530469142656,3390376,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-354,text,false,,2172,0,499,499,0,0,2
1530469142654,3390379,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-351,text,false,,2172,0,499,499,0,0,1
1530469130600,3402427,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-346,text,false,,2172,0,499,499,0,0,1
1530469142660,3390388,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-357,text,false,,2172,0,499,499,0,0,2
1530469142655,3390408,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-353,text,false,,2172,0,499,499,0,0,3
1530469142657,3390410,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-355,text,false,,2172,0,499,499,0,0,1
1530469142659,3390409,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-356,text,false,,2172,0,499,499,0,0,2
1530469142663,3390414,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-358,text,false,,2172,0,499,499,0,0,2
1530469142678,3390399,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-366,text,false,,2172,0,499,499,0,0,1
1530469142665,3390412,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-359,text,false,,2172,0,499,499,0,0,1
1530469142691,3390390,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-372,text,false,,2172,0,499,499,0,0,1
1530469142693,3390397,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-374,text,false,,2172,0,499,499,0,0,0
1530469142697,3390384,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-377,text,false,,2172,0,499,499,0,0,1
1530469142691,3390400,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-373,text,false,,2172,0,499,499,0,0,2
1530469165967,3367126,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-458,text,false,,2172,0,499,499,0,0,1
1530469142680,3390400,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-367,text,false,,2172,0,499,499,0,0,3
1530469142688,3390392,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-371,text,false,,2172,0,499,499,0,0,1
1530469142676,3390404,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-364,text,false,,2172,0,499,499,0,0,1
1530469142673,3390406,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-363,text,false,,2172,0,499,499,0,0,2
1530469142669,3390409,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-361,text,false,,2172,0,499,499,0,0,1
1530469142695,3390401,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-376,text,false,,2172,0,499,499,0,0,1
1530469142702,3390394,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-381,text,false,,2172,0,499,499,0,0,1
1530469142703,3390395,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-382,text,false,,2172,0,499,499,0,0,0
1530469142708,3390390,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-386,text,false,,2172,0,499,499,0,0,1
1530469142710,3390389,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-387,text,false,,2172,0,499,499,0,0,1
1530469142707,3390391,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-385,text,false,,2172,0,499,499,0,0,0
1530469142672,3390406,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-362,text,false,,2172,0,499,499,0,0,2
1530469142685,3390417,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-369,text,false,,2172,0,499,499,0,0,1
1530469142687,3390416,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-370,text,false,,2172,0,499,499,0,0,1
1530469142667,3390410,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-360,text,false,,2172,0,499,499,0,0,1
1530469142706,3390401,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-384,text,false,,2172,0,499,499,0,0,0
1530469142704,3390403,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-383,text,false,,2172,0,499,499,0,0,1
1530469142698,3390410,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-379,text,false,,2172,0,499,499,0,0,1
1530469142695,3390400,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-375,text,false,,2172,0,499,499,0,0,0
1530469142700,3390409,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-380,text,false,,2172,0,499,499,0,0,0
1530469142681,3390429,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-368,text,false,,2172,0,499,499,0,0,2
1530469142676,3390404,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-365,text,false,,2172,0,499,499,0,0,1
1530469142719,3390395,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-393,text,false,,2172,0,499,499,0,0,1
1530469142713,3390401,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-389,text,false,,2172,0,499,499,0,0,1
1530469142716,3390399,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-391,text,false,,2172,0,499,499,0,0,0
1530469142717,3390399,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-392,text,false,,2172,0,499,499,0,0,1
1530469142720,3390396,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-394,text,false,,2172,0,499,499,0,0,1
1530469142726,3390391,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-399,text,false,,2172,0,499,499,0,0,1
1530469142698,3390383,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-378,text,false,,2172,0,499,499,0,0,1
1530469142724,3390414,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-398,text,false,,2172,0,499,499,0,0,1
1530469142723,3390415,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-397,text,false,,2172,0,499,499,0,0,1
1530469142721,3390420,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-395,text,false,,2172,0,499,499,0,0,1
1530469142722,3390419,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-396,text,false,,2172,0,499,499,0,0,1
1530469153782,3379372,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-406,text,false,,2172,0,499,499,0,0,23
1530469153782,3379372,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-401,text,false,,2172,0,499,499,0,0,1
1530469153785,3379372,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-408,text,false,,2172,0,499,499,0,0,1
1530469153782,3379380,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-404,text,false,,2172,0,499,499,0,0,1
1530469153796,3379366,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-416,text,false,,2172,0,499,499,0,0,2
1530469153800,3379364,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-407,text,false,,2172,0,499,499,0,0,1
1530469153811,3379354,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-423,text,false,,2172,0,499,499,0,0,2
1530469153782,3379383,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-403,text,false,,2172,0,499,499,0,0,1
1530469153818,3379351,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-427,text,false,,2172,0,499,499,0,0,1
1530469153828,3379347,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-432,text,false,,2172,0,499,499,0,0,2
1530469153833,3379343,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-435,text,false,,2172,0,499,499,0,0,1
1530469153836,3379509,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-436,text,false,,2172,0,499,499,0,0,2
1530472533321,172,completarEncuestaPreInscripcion,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-435,text,false,,2172,0,499,499,0,0,1
1530472533154,341,completarEncuestaPreInscripcion,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-336,text,false,,2172,0,498,498,0,0,2
1530472533150,350,completarEncuestaPreInscripcion,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-333,text,false,,2172,0,497,497,0,0,5
1530472533490,13,completarEncuestaPreInscripcion,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-436,text,false,,2172,0,496,496,0,0,1
1530469153785,3379576,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-402,text,false,,2172,0,495,495,0,0,1
1530469153785,3379576,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-405,text,false,,2172,0,495,495,0,0,1
1530469153788,3379575,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-410,text,false,,2172,0,495,495,0,0,1
1530469153787,3379576,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-409,text,false,,2172,0,495,495,0,0,1
1530469153791,3379577,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-412,text,false,,2172,0,495,495,0,0,0
1530469153847,3379521,obtenerEncuesta,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:8080 failed to respond,bzm - Concurrency Thread Group 1-442,text,false,,2172,0,495,495,0,0,0
